device,condition,frame,quality_template_corr,quality_gate_passed,orientation_margin,orientation_gate_passed,pose_initial_corr,pose_final_corr,pose_refined,pose_attempted,pose_gate_passed,pose_angle_deg,pose_scale,pose_tx32,pose_ty32,raw_mismatch_bits,raw_hd,observed_ones,observed_uniformity_percent,decoder_attempted,decoder_converged,decoder_iterations,unsatisfied_checks,estimated_error_bits,exact_reference_recovered,accepted,outcome_stage
M2,M2_10mA_40C_0,frame_0181.png,0.556407630443573,True,,True,0.556407630443573,0.556407630443573,False,True,True,0.0,1.0,0.0,0.0,1,0.00048828125,1033,50.439453125,True,True,1,0,1,True,True,accepted
M2,M2_10mA_40C_0,frame_0183.png,0.575210452079773,True,,True,0.575210452079773,0.575210452079773,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_10mA_40C_0,frame_0197.png,0.547994077205658,True,,True,0.547994077205658,0.547994077205658,False,True,True,0.0,1.0,0.0,0.0,1,0.00048828125,1033,50.439453125,True,True,1,0,1,True,True,accepted
M2,M2_10mA_40C_0,frame_0199.png,0.5555886030197144,True,,True,0.5555886030197144,0.5555886030197144,False,True,True,0.0,1.0,0.0,0.0,3,0.00146484375,1033,50.439453125,True,True,1,0,3,True,True,accepted
M2,M2_20mA_20C_0,frame_0033.png,0.7517930865287781,True,,True,0.7517930865287781,0.7517930865287781,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0035.png,0.7665324211120605,True,,True,0.7665324211120605,0.7665324211120605,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0036.png,0.7630026340484619,True,,True,0.7630026340484619,0.7630026340484619,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0037.png,0.7603720426559448,True,,True,0.7603720426559448,0.7603720426559448,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0042.png,0.7632988691329956,True,,True,0.7632988691329956,0.7632988691329956,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0048.png,0.7485972046852112,True,,True,0.7485972046852112,0.7485972046852112,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0059.png,0.7558079361915588,True,,True,0.7558079361915588,0.7558079361915588,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0063.png,0.762743353843689,True,,True,0.762743353843689,0.762743353843689,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0065.png,0.7264149188995361,True,,True,0.7264149188995361,0.7264149188995361,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0066.png,0.7583736777305603,True,,True,0.7583736777305603,0.7583736777305603,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0067.png,0.7586158514022827,True,,True,0.7586158514022827,0.7586158514022827,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0069.png,0.7636827230453491,True,,True,0.7636827230453491,0.7636827230453491,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0071.png,0.7208846211433411,True,,True,0.7208846211433411,0.7208846211433411,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0072.png,0.748967170715332,True,,True,0.748967170715332,0.748967170715332,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0077.png,0.747237503528595,True,,True,0.747237503528595,0.747237503528595,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0078.png,0.750549852848053,True,,True,0.750549852848053,0.750549852848053,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0085.png,0.7105794548988342,True,,True,0.7105794548988342,0.7105794548988342,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0098.png,0.6719220280647278,True,,True,0.6719220280647278,0.6719220280647278,False,False,True,0.0,1.0,0.0,0.0,2,0.0009765625,1036,50.5859375,True,True,1,0,2,True,True,accepted
M2,M2_20mA_20C_0,frame_0099.png,0.7513152956962585,True,,True,0.7513152956962585,0.7513152956962585,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0101.png,0.7381085753440857,True,,True,0.7381085753440857,0.7381085753440857,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0104.png,0.7456203103065491,True,,True,0.7456203103065491,0.7456203103065491,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0109.png,0.6959206461906433,True,,True,0.6959206461906433,0.6959206461906433,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0113.png,0.750916063785553,True,,True,0.750916063785553,0.750916063785553,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0115.png,0.7571645975112915,True,,True,0.7571645975112915,0.7571645975112915,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0119.png,0.7524821758270264,True,,True,0.7524821758270264,0.7524821758270264,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0120.png,0.7351698875427246,True,,True,0.7351698875427246,0.7351698875427246,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0128.png,0.7587248682975769,True,,True,0.7587248682975769,0.7587248682975769,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0131.png,0.7408773899078369,True,,True,0.7408773899078369,0.7408773899078369,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0139.png,0.7530157566070557,True,,True,0.7530157566070557,0.7530157566070557,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0144.png,0.7521950006484985,True,,True,0.7521950006484985,0.7521950006484985,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0148.png,0.7494288682937622,True,,True,0.7494288682937622,0.7494288682937622,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0149.png,0.7532685399055481,True,,True,0.7532685399055481,0.7532685399055481,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0152.png,0.7505923509597778,True,,True,0.7505923509597778,0.7505923509597778,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0153.png,0.7109725475311279,True,,True,0.7109725475311279,0.7109725475311279,False,False,True,0.0,1.0,0.0,0.0,30,0.0146484375,1038,50.68359375,True,True,2,0,30,True,True,accepted
M2,M2_20mA_20C_0,frame_0155.png,0.7555023431777954,True,,True,0.7555023431777954,0.7555023431777954,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0161.png,0.706537127494812,True,,True,0.706537127494812,0.706537127494812,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0164.png,0.7475779056549072,True,,True,0.7475779056549072,0.7475779056549072,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0166.png,0.748614490032196,True,,True,0.748614490032196,0.748614490032196,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0172.png,0.7443891167640686,True,,True,0.7443891167640686,0.7443891167640686,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0183.png,0.7424502372741699,True,,True,0.7424502372741699,0.7424502372741699,False,False,True,0.0,1.0,0.0,0.0,1,0.00048828125,1033,50.439453125,True,True,1,0,1,True,True,accepted
M2,M2_20mA_20C_0,frame_0188.png,0.7446028590202332,True,,True,0.7446028590202332,0.7446028590202332,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0191.png,0.6952767372131348,True,,True,0.6952767372131348,0.6952767372131348,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0192.png,0.7360790967941284,True,,True,0.7360790967941284,0.7360790967941284,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_20C_0,frame_0193.png,0.7137722969055176,True,,True,0.7137722969055176,0.7137722969055176,False,False,True,0.0,1.0,0.0,0.0,14,0.0068359375,1040,50.78125,True,True,1,0,14,True,True,accepted
M2,M2_20mA_20C_0,frame_0194.png,0.7451408505439758,True,,True,0.7451408505439758,0.7451408505439758,False,False,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0020.png,0.5536705255508423,True,,True,0.5536705255508423,0.5536705255508423,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0022.png,0.5838183760643005,True,,True,0.5838183760643005,0.5838183760643005,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0029.png,0.5308151841163635,True,,True,0.5308151841163635,0.5308151841163635,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0032.png,0.606633186340332,True,,True,0.606633186340332,0.606633186340332,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0034.png,0.5960731506347656,True,,True,0.5960731506347656,0.5960731506347656,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0037.png,0.6067351698875427,True,,True,0.6067351698875427,0.6067351698875427,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0039.png,0.5722497701644897,True,,True,0.5722497701644897,0.5722497701644897,False,True,True,0.0,1.0,0.0,0.0,3,0.00146484375,1033,50.439453125,True,True,1,0,3,True,True,accepted
M2,M2_20mA_30C_0,frame_0044.png,0.6071546673774719,True,,True,0.6071546673774719,0.6071546673774719,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0047.png,0.59282386302948,True,,True,0.59282386302948,0.59282386302948,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0048.png,0.6072628498077393,True,,True,0.6072628498077393,0.6072628498077393,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0057.png,0.5687207579612732,True,,True,0.5687207579612732,0.5687207579612732,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0061.png,0.6068435907363892,True,,True,0.6068435907363892,0.6068435907363892,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0067.png,0.6018358469009399,True,,True,0.6018358469009399,0.6018358469009399,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0070.png,0.600925862789154,True,,True,0.600925862789154,0.600925862789154,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0074.png,0.5943798422813416,True,,True,0.5943798422813416,0.5943798422813416,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0080.png,0.5783408284187317,True,,True,0.5783408284187317,0.5783408284187317,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0082.png,0.607750415802002,True,,True,0.607750415802002,0.607750415802002,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0087.png,0.5763802528381348,True,,True,0.5763802528381348,0.5763802528381348,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0088.png,0.5985289812088013,True,,True,0.5985289812088013,0.5985289812088013,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0093.png,0.5692439675331116,True,,True,0.5692439675331116,0.5692439675331116,False,True,True,0.0,1.0,0.0,0.0,7,0.00341796875,1033,50.439453125,True,True,1,0,7,True,True,accepted
M2,M2_20mA_30C_0,frame_0094.png,0.6167272329330444,True,,True,0.6167272329330444,0.6167272329330444,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0096.png,0.5657126903533936,True,,True,0.5657126903533936,0.5657126903533936,False,True,True,0.0,1.0,0.0,0.0,3,0.00146484375,1035,50.537109375,True,True,1,0,3,True,True,accepted
M2,M2_20mA_30C_0,frame_0106.png,0.5724798440933228,True,,True,0.5724798440933228,0.5724798440933228,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0114.png,0.6107086539268494,True,,True,0.6107086539268494,0.6107086539268494,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0116.png,0.6081416010856628,True,,True,0.6081416010856628,0.6081416010856628,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0121.png,0.5991039276123047,True,,True,0.5991039276123047,0.5991039276123047,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0122.png,0.53651362657547,True,,True,0.53651362657547,0.53651362657547,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0124.png,0.608494222164154,True,,True,0.608494222164154,0.608494222164154,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0129.png,0.5976930856704712,True,,True,0.5976930856704712,0.5976930856704712,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0130.png,0.5879946947097778,True,,True,0.5879946947097778,0.5879946947097778,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0133.png,0.5887531638145447,True,,True,0.5887531638145447,0.5887531638145447,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0135.png,0.5595782399177551,True,,True,0.5595782399177551,0.5595782399177551,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0140.png,0.5877892971038818,True,,True,0.5877892971038818,0.5877892971038818,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0143.png,0.6043199300765991,True,,True,0.6043199300765991,0.6043199300765991,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0147.png,0.5953516364097595,True,,True,0.5953516364097595,0.5953516364097595,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0154.png,0.6079896688461304,True,,True,0.6079896688461304,0.6079896688461304,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0157.png,0.6044102907180786,True,,True,0.6044102907180786,0.6044102907180786,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0158.png,0.606192409992218,True,,True,0.606192409992218,0.606192409992218,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0166.png,0.5872041583061218,True,,True,0.5872041583061218,0.5872041583061218,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0168.png,0.5776833891868591,True,,True,0.5776833891868591,0.5776833891868591,False,True,True,0.0,1.0,0.0,0.0,2,0.0009765625,1034,50.48828125,True,True,1,0,2,True,True,accepted
M2,M2_20mA_30C_0,frame_0176.png,0.5598644614219666,True,,True,0.5598644614219666,0.5598644614219666,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0181.png,0.5943465828895569,True,,True,0.5943465828895569,0.5943465828895569,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0183.png,0.6062518954277039,True,,True,0.6062518954277039,0.6062518954277039,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0188.png,0.6041321754455566,True,,True,0.6041321754455566,0.6041321754455566,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_30C_0,frame_0193.png,0.5419428944587708,True,,True,0.5419428944587708,0.5419428944587708,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0036.png,0.5712434649467468,True,,True,0.5712434649467468,0.5712434649467468,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0037.png,0.5652083158493042,True,,True,0.5652083158493042,0.5652083158493042,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0041.png,0.5756161212921143,True,,True,0.5756161212921143,0.5756161212921143,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0044.png,0.5138634443283081,True,,True,0.5138634443283081,0.5138634443283081,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0048.png,0.5434321761131287,True,,True,0.5434321761131287,0.5434321761131287,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0050.png,0.5402531027793884,True,,True,0.5402531027793884,0.5402531027793884,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0055.png,0.5363906621932983,True,,True,0.5363906621932983,0.5363906621932983,False,True,True,0.0,1.0,0.0,0.0,8,0.00390625,1038,50.68359375,True,True,1,0,8,True,True,accepted
M2,M2_20mA_40C_0,frame_0057.png,0.5551059246063232,True,,True,0.5551059246063232,0.5551059246063232,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0058.png,0.5667979121208191,True,,True,0.5667979121208191,0.5667979121208191,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0060.png,0.5600785613059998,True,,True,0.5600785613059998,0.5600785613059998,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0061.png,0.5639483332633972,True,,True,0.5639483332633972,0.5639483332633972,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0063.png,0.523683488368988,True,,True,0.523683488368988,0.523683488368988,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0071.png,0.5284973382949829,True,,True,0.5284973382949829,0.5284973382949829,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0076.png,0.5784299969673157,True,,True,0.5784299969673157,0.5784299969673157,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0078.png,0.5810777544975281,True,,True,0.5810777544975281,0.5810777544975281,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0080.png,0.5715588927268982,True,,True,0.5715588927268982,0.5715588927268982,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0082.png,0.5329568386077881,True,,True,0.5329568386077881,0.5329568386077881,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0092.png,0.5762304067611694,True,,True,0.5762304067611694,0.5762304067611694,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0097.png,0.5475069880485535,True,,True,0.5475069880485535,0.5475069880485535,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0103.png,0.5707680583000183,True,,True,0.5707680583000183,0.5707680583000183,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0107.png,0.5739979147911072,True,,True,0.5739979147911072,0.5739979147911072,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0109.png,0.5769754648208618,True,,True,0.5769754648208618,0.5769754648208618,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0113.png,0.5688892006874084,True,,True,0.5688892006874084,0.5688892006874084,False,True,True,0.0,1.0,0.0,0.0,2,0.0009765625,1034,50.48828125,True,True,1,0,2,True,True,accepted
M2,M2_20mA_40C_0,frame_0119.png,0.5545632839202881,True,,True,0.5545632839202881,0.5545632839202881,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0120.png,0.5732747316360474,True,,True,0.5732747316360474,0.5732747316360474,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0121.png,0.582939624786377,True,,True,0.582939624786377,0.582939624786377,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0127.png,0.5790686011314392,True,,True,0.5790686011314392,0.5790686011314392,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0130.png,0.5491002202033997,True,,True,0.5491002202033997,0.5491002202033997,False,True,True,0.0,1.0,0.0,0.0,6,0.0029296875,1038,50.68359375,True,True,1,0,6,True,True,accepted
M2,M2_20mA_40C_0,frame_0132.png,0.5401779413223267,True,,True,0.5401779413223267,0.5401779413223267,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
M2,M2_20mA_40C_0,frame_0135.png,0.5585584044456482,True,,True,0.5585584044456482,0.5585584044456482,False,True,True,0.0,1.0,0.0,0.0,59,0.02880859375,1045,51.025390625,True,True,2,0,59,True,True,accepted
M2,M2_20mA_40C_0,frame_0136.png,0.5658151507377625,True,,True,0.5658151507377625,0.5658151507377625,False,True,True,0.0,1.0,0.0,0.0,0,0.0,1034,50.48828125,True,True,0,0,0,True,True,accepted
